pdf_page,render_path,full_text
11,page_renders/p11_render.png,18 19 北京市残障人士文化旅游 资源手册 优秀无障碍景区介绍 北京植物园门区出入口为平坦通道，间距可供轮 椅乘坐者自由出入。游客服务中心入口处设置有无障 碍坡道，咨询台设置高度均为无障碍设计，同时配备 紧急医疗箱、提供轮椅租借服务。中心内还设置有母 婴室及第三卫生间。景区内展厅空间宽阔、地面平坦。 园区内共15 间厕所，分布在东南门、杨树区、 月季园、南门、温室外、温室内、牡丹园、丁香园、 三条路、料场、集秀园、卧佛寺、樱桃沟、树木区及 曹雪芹纪念馆。每个厕所内均设置有1-2 个无障碍卫 生间，每个卫生间内设置相同。展览温室内卫生间单 独设有低位洗手池，在女卫生间内还设置有母婴室。 全景图位于南门入口处，同时配有五种语言的文 字描述。景区多处设置了无障碍标识及信息导览图， 以供游客获取信息。 园区内各主路及辅路均为平地，在杨树区及温室 中心有楼梯的地方均设置有无障碍坡道，在南门及卧 佛寺还设有电瓶车，为方便无障碍人士乘坐还设有无 障碍坡道。 无障碍信息 景区无障碍游览线路 信息名称 是 否 景区是否有无障碍出入口 √ 景区是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 景区内是否有无障碍厕所 √ 景区内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 植物园 6:00-19:00（夏季） 7:00-17:00（冬季） 大温室 8:30-16:30（夏季） 8:30-16:00（冬季） 卧佛寺 8:30 -16:30（夏季） 9:00-16:00（冬季） 曹雪芹纪念馆 每周一闭馆9:00-16:30（夏季）9:00-16:00（冬季） 开放时间： 参观指南 门票信息：残疾人可凭有效证件免费入园。 温室游览预约信息：除儿童免票外，其他享受免票 政策的游客如需进入展览温室游览需提前1 天进行 预约。 预约电话：（010）82598771 / 82712345。 北京植物园位于香山卧佛寺路附近，1956 年由国 务院批准建立，规划面积400 公顷，建成开放区200 公顷。 园内引种栽培植物10000 余种，植物展览区包括 观赏植物园、树木区、温室花卉区、盆景园。园内还 有千年古刹卧佛寺、以展览曹雪芹著书西山场景为主 的曹雪芹纪念馆以及坐落在樱桃沟的“周家花园”、 “保卫华北”石刻等历史文化遗迹。标志性建筑是热 带植物展览温室，入选北京九十年代十大建筑。同时， 每年3-5 月间举办“桃花节”大型赏花活动。 北京植物园 联系方式 地址：北京市海淀区香山卧佛寺路北京植物园 邮编：100093 办公室电话：010-62591283 实用信息 公众号二维码
12,page_renders/p12_render.png,20 21 北京市残障人士文化旅游 资源手册 优秀无障碍景区介绍 无障碍信息 信息名称 是 否 景区是否有无障碍出入口 √ 景区是否有游客服务中心和低位服务台 √ 景区内是否有无障碍厕所 √ 景区内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 中央广播电视塔在景区入口处专门设置了无障碍 通道，链接无障碍坡道与安检入口。游客服务中心位 于中央广播电视塔南侧，提供轮椅服务、免费咨询服 务、基础紧急医疗救助服务。景区内设有多处无障碍 卫生间，内部设施设备符合标准。 景区无障碍游览线路 游客自入口处进入景区后，可乘坐无障碍专用电 梯直达22 层露天观景台，纵览北京风光。绕行游览 一周后再次乘坐电梯前往225 米室内观景厅，尝试体 验模拟央视主播的乐趣。 中央电视塔于1994 年9 月建成，1994 年10 月 1 日正式对外开放， 2002 年被国家旅游局评定为国家 AAAA 级旅游景区。中央电视塔塔高405 米，为北京 市最高地标性建筑；具备旅游观光和广播电视节目信 号的传输功能，景区占地面积15.4 公顷，“露天观景 360 度俯瞰京城美景”和“广播电视背景”成为中央 电视塔景区特有的资源优势。景区内设有“露天光景 台”、“中央广播电视文化大厅”、“京城浪漫之巅 空中观景旋转餐厅”及“新中国著名英模人物展”等 特色游览项目。 中央广播电视塔 联系方式 地址：北京市海淀区西三环中路11 号 邮编：100142 联系电话：010-68450715 实用信息 参观指南 门票信息： 残障人士凭有效证件，非法定节假日周一可免费参观。 开放时间： 微博二维码 公众号二维码 登塔参观时间 8:30-22:00 停止售票时间 21:30
13,page_renders/p13_render.png,"22 23 北京市残障人士文化旅游 资源手册 优秀无障碍景区介绍 参观指南 门票信息：中国人民抗日战争纪念馆实行免费参观。 开放时间：09：00-16：30，中午不休息，按规 定时间提供讲解，16：00 停止取票。（周一闭馆， 法定节假日、重要抗战纪念日照常开放） 团体预约：010-63777088，010-63777188 010-83891485（传真） 景区无障碍游览线路 中国人民抗日战争纪念馆内的各个出入口处，均 设有无障碍坡道供轮椅乘坐者通行。主场馆入口处设 有一处低位服务台，提供轮椅租借、电子语音导览设 备租借等服务。馆内展品均陈列在一层，台阶处设有 轮椅坡道，地面平坦开阔。纪念馆内设有两个单独的 无障碍卫生间。景区内设有多个全景导览图，图中标 有无障碍设施位置。 中国人民抗日战争纪念馆展品设置在一层，同时 台阶处设有无障碍坡道和连贯扶手，整个展厅为闭合 环线线路，可供游客无障碍游览。 无障碍信息 信息名称 是 否 景区是否有无障碍出入口 √ 景区是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 景区内是否有无障碍厕所 √ 景区内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 中国人民抗日战争纪念馆位于中华民族全面抗战 爆发的卢沟桥事变发生地——北京市丰台区宛平城内。 是全国唯一一座全面反映中国人民伟大抗日战争历史 的大型综合性专题纪念馆，国家一级博物馆、全国优 秀爱国主义教育示范基地、全国国防教育基地、全国 首批廉政教育基地、全国百家红色旅游经典景区，全 国首批国家级抗战纪念设施、遗址，是国际二战博物 馆协会、中国抗日战争史学会秘书处所在地, 中国博物 馆协会纪念馆专业委员会主任委员单位。 中国人民抗日战争纪念馆是全国唯一一座全面反 映中国人民伟大抗日战争历史的大型综合性专题纪念 馆，现占地面积35000 多平方米，设有基本陈列《伟 大胜利 历史贡献》主题展览、《台湾同胞抗日史实专 题展》，接待观众逐年增长，目前，接待海内外观众 已达3100 余万人次。 中国人民抗日战争纪念馆作为红色旅游景区，是 接受爱国主义教育、唤起民族凝聚力、增强公民责任 感的好去处。 中国抗日战争纪念馆 联系方式 地址：北京市丰台区卢沟桥宛平城内街101 号 邮编：100165 联系电话：010-83893163 实用信息 网站二维码 微博二维码 公众号二维码"
14,page_renders/p14_render.png,"24 25 北京市残障人士文化旅游 资源手册 优秀无障碍景区介绍 参观指南 门票信息： 持有“残疾人服务卡”的人员可以免费参观。 开放时间： 无障碍信息 信息名称 是 否 景区是否有无障碍出入口 √ 景区是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 景区内是否有无障碍厕所 √ 景区内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 周口店遗址博物馆内设置无障碍出入口，在参观 沿线设置无障碍坡道，方便轮椅通行；在游客服务台 配有轮椅、拐杖等辅助器具方便租借；展厅内配备无 障碍卫生间、无障碍电梯间、无障碍休息区域等服务 设施；停车场设有无障碍机动车停车位。 景区无障碍游览线路 以博物馆序厅为起点，分别依次经过第一展厅、 第二展厅、第三展厅、第四展厅及遗址区，完成无障 碍线路游览。 9:00—16:30（4 月1 日—10 月10 日，16:00 止票） 9:00—16:00（10月11日—次年3月31日，15:30止票） 注：周一闭馆 同时，周口店遗址博物馆还配备了无线语音讲解 器，可为特殊群体提供手语讲解服务。 周口店遗址博物馆新馆位于周口店遗址南侧约 500 米，是展示遗址深厚文化的重要组成部分，面积 8000 余平方米，粗粝、刚毅的建筑外观源于“北京人” 最早制造和使用的工具——石器。馆藏文物7000 多 件，展出文物1000 多件。博物馆设有临时展览、基 本陈列和4D 影院，涵盖了科普互动展项、模拟场景、 纪念品销售、公共服务等内容。 周口店遗址1961 年 被国务院公布为全国重点文物保护单位；1987 年被 联合国教科文组织列入世界文化遗产名录；1992 年 周口店遗址博物馆 联系方式 地址：北京市房山区周口店镇龙骨山, 距离北京城 约50 公里。 联系电话：010-69301278 实用信息 网站二维码 公众号二维码 被北京市政府授予青少年科普教育基地称号；1997 年被中宣部评为全国百家爱国主义教育示范基地之 一；2008 年、2010 年先后被国家文物局评为国家一 级博物馆、国家考古遗址公园；2011 年被联合国教 科文组织亚太地区世界遗产培训与研究中心授予“世 界遗产青少年教育基地”称号；2012 年被中国科学 技术协会授予“全国科普教育基地”称号。"
15,page_renders/p15_render.png,26 27 北京市残障人士文化旅游 资源手册 优秀无障碍景区介绍 参观指南 门票信息：免费 开放时间： 星期二——星期日对外开放，星期一闭馆 开放时间：09：00—17：00 （16：00 停止领票） 无障碍信息 信息名称 是 否 景区是否有无障碍出入口 √ 景区是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 景区内是否有无障碍厕所 √ 景区内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 北京韩美林艺术馆共有南展区、北展区两个展区， 两个展区的出入口均是平面通道。园区室外游步道平 坦宽敞、室内各层均有无障碍坡道连接。 艺术馆内拥有3 个影视播放厅，厅内保留了轮椅 席位的停放空间。艺术馆内共设置了4 组公共卫生间， 其中含独立的无障碍专用卫生间2 座，并且符合《无 障碍设计规范》，方便特殊人群使用。 北展区和南展区每个展厅的出入口均设置了展厅 导览图，并标示了路线图和指示标记。展厅导览图中 明确标识无障碍卫生间及无障碍电梯的位置信息，便 于游客获取信息。 艺术馆提供无障碍停车服务。园内共有24 个停 车位，其中设置了6 个无障碍停车位。 景区无障碍游览线路 从室外园区主路口进入，经过雕塑广场，经过东 吊桥进入北展区进行参观。游览完毕后，可由庭院小 道，进入南展区。最后，经雕塑广场的绿化游步道离 开园区。 北京韩美林艺术馆是经市文物局批准设立的由政 府全额拨款的事业单位，上级管理单位是通州区梨园 镇政府。2008 年6 月25 日，北京韩美林艺术馆正式 落成，占地面积约25000 平方米，建筑面积约12000 平方米，共设11 个展厅，包括北展区的序厅、陶瓷馆、 专题馆、雕塑馆、书画馆、公教厅，以及南展区的设 计馆、手稿馆、紫砂馆、城雕厅，展出作品2600 余件， 展厅面积之大、展品数量之多、涉及艺术门类之广， 堪称当代个人艺术馆世界之最。 艺术馆坚持“以人为本”的发展理念，全体工作 人员努力为大众提供最专业、最人性化的服务。在韩 美林先生的艺术理念和建馆宗旨的引导下，艺术馆开 馆至今一直实行免费参观制度，希望能够吸引更多的 艺术爱好者前来感受创造之美。 2013 年，北京韩美林艺术馆正式被国家旅游局评 定为国家AAAA 级旅游景区，是全国唯一被评为国家 AAAA 级旅游景区的个人艺术馆，更加巩固了韩美林 艺术馆在全国文化艺术传播机构中的重要地位。 北京韩美林艺术馆 联系方式 地址：北京市通州区梨园镇九棵树东路68 号 邮编：101101 联系电话：010-59751888 传真：010-59755288 邮箱：hmlysg@yahoo.cn 实用信息 网站二维码 微博二维码 公众号二维码
16,page_renders/p16_render.png,28 29 北京市残障人士文化旅游 资源手册 优秀无障碍景区介绍 无障碍信息 信息名称 是 否 景区是否有无障碍出入口 √ 景区是否有游客服务中心和低位服务台 √ 景区内是否有无障碍厕所 √ 景区内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 北京国际鲜花港在园内南门、北门、西南门均设 有无障碍通道，主要景点的游步道平坦开阔，无急转 弯，同时中途设有无障碍座椅，方便轮椅乘坐者通行 和休息。在客服中心方面，设有无障碍电话，提供记 录本、轮椅租借等服务。园区内共有14 个卫生间， 每座卫生间都配有1 间无障碍卫生间。卫生间内配有 坐便器、安全扶手，低位洗手盆，防滑垫等设施设备。 景区无障碍游览线路 北京国际鲜花港景区内设环形闭合游览线路，从 景区的任意入口进入后，可依次顺序游览至各个花卉 区域，尽览各类花卉美景。 景区在大门入口处、景区内多处设置了全景导览图， 并清晰的标明了无障碍设施位置。园内提供无障碍停 车服务，为残障人士的出行提供了方便。 北京国际鲜花港是北京市政府规划的北京市唯一 的专业花卉产业园区，是北京市主办的2009 年第七 届中国花卉博览会的重要功能组团之一，是北京市花 卉产业发展的窗口。在花博会期间，北京国际鲜花港 承担着北京市产业园区展示和企业室外花卉展示的任 务，同时还负责宣传、弘扬首都的花卉文化。目前， 鲜花港已逐步成为北京市花卉的生产、研发、展示和 交易中心，以及花卉的休闲观光和文化交流中心。 北京国际鲜花港 联系方式 地址：北京国际鲜花港地处顺义区杨镇 邮编：101399 联系电话：010-61417123 实用信息 参观指南 门票信息：残障人士凭有效证件。 开放时间：09:00 至17:00 公众号二维码
17,page_renders/p17_render.png,30 31 北京市残障人士文化旅游 资源手册 优秀无障碍景区介绍 无障碍信息 信息名称 是 否 景区是否有无障碍出入口 √ 景区是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 景区内是否有无障碍厕所 √ 景区内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 博物馆有提供轮椅、拐杖借助服务；借还地点： 游客服务中心；方式：证件抵押。 博物馆有第三卫生间：针对旅客照顾家人如厕， 有独立的出入口，方便父母带异性的孩子、子女带异 性的老人外出。 景区无障碍游览线路 中国航空博物馆全程参观无台阶，残障人士从景 区入口处进入后，可以游览至博物馆内各处。 中国航空博物馆坐落于北京市昌平区小汤山镇， 于1986 年10 月筹建，1989 年11 月11 日正式对外 开放。经过多次改扩建，现已成为亚洲最大，世界前 五的航空科技类博物馆，是军队和国防科技工业的“窗 口”作为首批国家一级博物馆、国家4A 级旅游景区， 先后被评为全国爱国主义教育示范基地、全国科普教 育示范基地、国家国防教育示范基地、北京市社会大 讲堂、北京市红色旅游景区。 中国航空博物馆 联系方式 地址：北京市昌平区小汤山镇大汤山村700 号 邮编：102211 联系电话：010-66916919 实用信息 参观指南 门票信息：残障人士凭有效证件。 开放时间： 星期二— 星期日对外开放，星期一闭馆 09：00—17：00 （16：00 停止领票） 网站二维码
18,page_renders/p18_render.png,"32 33 北京市残障人士文化旅游 资源手册 优秀无障碍景区介绍 无障碍信息 游客中心可提供4 个轮椅和1 个电动爬楼轮椅， 凭身份证及1000 元押金即可免费租用。 导游机押金100 元，中文租金20 元，外文租金 50 元。 景区无障碍游览线路 定陵博物馆内道路基本为平坦游步道，残障人士 从景区入口处进入后，可以游览至博物馆内各处。 信息名称 是 否 景区是否有无障碍出入口 √ 景区是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 景区内是否有无障碍厕所 √ 景区内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 定陵博物馆成立于1959 年10 月1 日, 是一座著 名的遗址性古帝王博物馆, 它位于北京市昌平区西北 部风景秀丽的大峪山脚下, 埋葬着明朝第十三位皇帝 神宗朱翊钧( 年号万历) 及其两位皇后。定陵是万历 皇帝22 岁（即公元1584 年）开始修建的，历时六年 建成，耗银800 万两. 定陵是继长陵、永陵之后十三 陵中第三大陵。经国务院批准，1956 年5 月，考古发 掘工作队开始对这座古帝王陵进行发掘， 1959 年就 原址建立了定陵博物馆并对外开放。 定陵博物馆 联系方式 地址：北京市昌平区十三陵特区办事处定陵博物馆 邮编：102213 联系电话：010-60761424 邮箱：dinglingbowuguan@163.com 实用信息 参观指南 门票信息：残障人士凭有效证件。 开放时间： 旺季 8:00-17:30( 每年4 月1 日至10 月31 日) 淡季 8:30-17:00( 每年11 月1 日至次年3 月31 日)"
19,page_renders/p19_render.png,34 35 北京市残障人士文化旅游 资源手册 优秀无障碍景区介绍 无障碍信息 金海湖景区设有电子售票处和传统人工低位售票 窗口，售票口的台阶处设有无障碍坡道与低位售票口 相连。游客服务中心位于售票处旁，提供咨询服务、 轮椅和拐杖等辅助设备租赁服务，同时也提供紧急医 疗救助箱。游客服务中心旁还设有专门的医疗站。景 区内设有多个无障碍卫生间，其中独立的家庭卫生间 内设有坐便器、安全扶手、低位洗手池、儿童小便池等。 景区内提供无障碍停车服务，并划设了无障碍停车位， 供残障人士使用。 信息名称 是 否 景区是否有无障碍出入口 √ 景区是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 景区内是否有无障碍厕所 √ 景区内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 景区无障碍游览线路 景区专门设有一条无障碍游览线路，游客可从南门 进入景区，由游步道直接行至码头乘船去往各个湖中岛。 金海湖位于北京城东85 公里处，现为国家AAAA 级景区，因北有大金山（盛产黄金），南临海子村而 得名。 金海湖娱乐项目丰富多彩，已有如游船、快艇、 自驾艇、水摩托、脚踏船、滑索、甲克虫跑车等20 余种。 新推出的香蕉船、皮划艇、等新奇项目，让您过足“水 瘾”。 金海湖地区还是60 多种水禽鸟类的重点栖息地， 水鸟除绿头鸭均属侯鸟。国家一、二级保护的有白鹳、 黑鹳、大天鹅、灰鹤属于侯鸟，每年的4 月中旬至10 月中旬在此栖息飞过。 金海湖 联系方式 地址：北京市平谷区金海湖镇金海湖景区坝前 广场路1 号 邮编：101201 联系电话：010-69992011 实用信息 参观指南 门票信息：残障人士凭有效证件。 开放时间： 08:00-17:00( 平日) 08:30-17:00( 周末) 公众号二维码
20,page_renders/p20_render.png,36 37 北京市残障人士文化旅游 资源手册 优秀无障碍景区介绍 无障碍信息 景区无障碍游览线路 景区设有一条无障碍游览线路。由南检票口进入 景区并步行一段路程后，可以抵达缆车下站。乘坐无 障碍直梯到达缆车乘车口，再乘缆车抵达风景区。 信息名称 是 否 景区是否有无障碍出入口 √ 景区是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 景区内是否有无障碍厕所 √ 景区内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 慕田峪长城设有专用的无障碍通道。景区设有游 客服务中心，在服务台处提供轮椅、婴儿车、雨伞等 无偿服务设施，游客可到服务台交押金办理手续。景 区内共设有8 处无障碍卫生间，分别在综合服务区 w1-5、山上东卫、缆车上站及下站。景区的停车场位 于地下，提供无障碍停车服务，并专门划设了无障碍 停车区域及标识。 慕田峪长城位于北京市怀柔区境内，距北京城区 73公里。其历史悠久，文化灿烂，在中外享有万里长城， 慕田峪独秀的美誉。慕田峪长城于公元1368 年由朱 元璋手下大将徐达在北齐长城遗址上督建而成，是明 朝万里长城的精华所在。此段长城东连古北口，西接 居庸关，自古以来就是拱卫京畿的军事要冲，有正关 台、大角楼、鹰飞倒仰等著名景观，长城墙体保持完整， 较好地体现了长城古韵。也是著名的北京十六景之一， 国家AAAAA 级旅游区。 慕田峪长城 联系方式 地址：北京市怀柔区慕田峪村 邮编：101405 联系电话：010-61626507 实用信息 参观指南 门票信息：残障人士凭有效证件。 开放时间： 网站二维码 夏季 7:00-18:30 冬季 7:30-17:30 公众号二维码
21,page_renders/p21_render.png,"38 39 北京市残障人士文化旅游 资源手册 优秀无障碍景区介绍 无障碍信息 景区无障碍游览线路 北京张裕爱斐堡国际酒庄内道路基本为平坦游步 道，残障人士从景区入口处进入后，可以游览至酒庄 内各处。 信息名称 是 否 景区是否有无障碍出入口 √ 景区是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 景区内是否有无障碍厕所 √ 景区内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 北京张裕爱斐堡国际酒庄是由烟台张裕集团融合 法国、美国、意大利、葡萄牙等多国资本，投资近8亿元， 于2007 年6 月全力打造完成，酒庄总占地1500 亩， 其中酿酒葡萄园1000 亩，鲜食葡萄园100 余亩，整 体呈现欧式风格。酒庄建设得到国际葡萄与葡萄酒组 织(OIV) 的鼎立支持，参照OIV 对全球顶级酒庄设定 的标准体系，首创了集都市型农业、工业、葡萄酒主 题休闲旅游、会议培训四位一体的综合性酒庄。 爱斐堡酒庄现为国家AAAA 级旅游景区、全国休 闲农业与乡村旅游五星级园区, 法桐大道、鲜食葡萄 采摘园、哥特式城堡、地下大酒窖、欧洲小镇、张裕 百年历史博物馆以及山水景观休闲区, 使您不仅可以 尽情体验葡萄酒文化所带来的乐趣，同时与大自然亲 密接触、彻底地放松身心。 张裕爱斐堡国际酒庄 联系方式 地址：北京市密云区巨各庄镇东白岩村南200 米 邮编：101501 联系电话：010-89092999 实用信息 参观指南 门票信息：残障人士凭有效证件。 开放时间： 夏季 7:00-18:30 冬季 7:30-17:30 网站二维码 微博二维码 公众号二维码"
22,page_renders/p22_render.png,40 41 北京市残障人士文化旅游 资源手册 优秀无障碍景区介绍 无障碍信息 已建无障碍设施：景区大门出入口2 处；电子售 票及检票闸机各设1 处；无障碍游览路线3 处，包括 环湖路、荷花塘及恢复区；商业餐饮出入口；设置地 位服务设施6 处；无障碍厕所4 处；公共停车场设有 无障碍机动车停车位8 处；出入口及重要节点处设有 平面图11 处、设有电子显示屏28 处、设有语音提示 设备50 处；危险地段设有警示及提示标志。 景区无障碍游览线路 北京野鸭湖国家湿地公园内道路基本为平坦游步 道，残障人士从景区入口处进入后，可以游览至公园 内各处。 信息名称 是 否 景区是否有无障碍出入口 √ 景区是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 景区内是否有无障碍厕所 √ 景区内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 北京野鸭湖国家湿地公园（资源点全称），地处 北京市西北部的夏都——延庆、新中国“建国第一库” 官厅水库之滨，总面积283.4 公顷，位于北京市面积 最大、生物多样性最丰富的野鸭湖湿自然保护区的实 验区，是国际鸟类迁徙路线东亚—澳大利亚路线的中 转驿站，每年的迁徙季节，数万只候鸟在此停留、栖息、 觅食、越冬。野鸭湖动植物资源丰富，高等植物472 种； 有鸟类343 种，其中有大鸨、黑鹳、金雕等国家一级 保护鸟类11 种，有灰鹤、天鹅等国家二级保护鸟类 48 种；有昆虫200 多种；有鱼类40 种。 野鸭湖保护良好的湿地系统，在涵养官厅水源， 净化入库水质及调节周边气候，改善空气质量等方面 发挥着重要的生态功能和作用。是人们亲近自然、放 飞心灵的好去处。 北京野鸭湖国家湿地公园 联系方式 地址：北京市延庆区康庄镇刘浩营村西 邮编：102101 联系电话：010-69131870 实用信息 参观指南 门票信息：残障人士凭有效证件。 开放时间：08:00-17:00。 网站二维码 微博二维码 公众号二维码
23,page_renders/p23_render.png,42 北京市残障人士文化旅游 资源手册 优 秀 无 障 碍 图 书 馆 介 绍
24,page_renders/p24_render.png,"46 北京市残障人士文化旅游 资源手册 东城区第一图书馆会议中心是东城区政府设立 的，由东城区文化和旅游局隶属的，专门从事会议、 会展、电影放映、演出及其他公益性文化服务等相关 社会服务和物业管理工作的专业机构。具体目标是： 创造安全、舒适、美观、和谐的文化服务环境。 东城区第一图书馆 联系方式 地址：东城区交道口东大街85 号 邮编：100007 联系电话：010-84043109 邮箱：dtcc1996@163.com 实用信息 入馆指南 办证信息：残障人士可凭本人有效证件申办“一卡 通”的优惠功能 开放时间： 第二外借、综合阅览、自习室 周一至周四：09:00---20:30 周五至周日：09:00---17:00 无障碍信息 无障碍接待服务 1. 西侧出入口有无障碍通道； 2. 设有无障碍停车位； 3. 设有无障碍标识； （首层电梯、东侧入口） 4. 大厅设置轮椅，保证残疾朋友来馆方便； 5. 卫生间设无障碍设施齐全 （二层男女卫生间、地下一层男女卫生间） 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 网站二维码 公众号二维码 第一外借室 周一至周日：09:00---17:00 外文阅览、地方文献、创意文献 周二至周六：09:00—17:00 （每周一周日休息） 47 优秀无障碍图书馆介绍 西城区第一图书馆成立于1956 年, 被文化部评 为一级图书馆，国际图联会员。图书馆以“读者第一， 服务至上”为宗旨，全年365 天开放。馆内设视障人 阅览室、旅游资料室、音乐资料室、古籍阅览室、地 方文献室、参考资料室、中瑞可持续发展信息中心、 德国信息与德语自学中心为特色厅室，以及报刊阅览 室、个人借阅部、自习室、集体视听室、多媒体网络 中心等服务厅室。图书馆常年举办多种形式的公益讲 座、展览等活动，为读者提供丰富的文化服务。 西城区第一图书馆 联系方式 地址：北京市西城区后广平胡同26 号 邮编：100035 联系电话：010-66561158/59 邮箱：xcdlmail@163.com 实用信息 入馆指南 办证信息：残障人士凭残疾人证，可押金减半。 开放时间： 无障碍信息 读者可在西城区第一图书馆免费借用轮椅、盲杖， 并在馆内使用。轮椅、盲杖放置于一层大厅西侧，读 者可向一层服务台提出借用需求，离馆时归还。在一 层南侧视障人阅览室内同时为读者提供盲杖，读者可 向厅室工作人员提出借用需求，离馆时归还。 西城区第一图书馆设有一间无障碍卫生间，位于 一层大厅中部西侧，二层集体视听室内设置两个轮椅 席位。 西城区第一图书馆为读者提供中英文简介手册， 介绍图书馆的文化设施、服务内容，以及地址、电话、 网站等基本信息。 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 网站二维码 公众号二维码"
25,page_renders/p25_render.png,"46 47 北京市残障人士文化旅游 资源手册 优秀无障碍图书馆介绍 西城区第一图书馆成立于1956 年, 被文化部评 为一级图书馆，国际图联会员。图书馆以“读者第一， 服务至上”为宗旨，全年365 天开放。馆内设视障人 阅览室、旅游资料室、音乐资料室、古籍阅览室、地 方文献室、参考资料室、中瑞可持续发展信息中心、 德国信息与德语自学中心为特色厅室，以及报刊阅览 室、个人借阅部、自习室、集体视听室、多媒体网络 中心等服务厅室。图书馆常年举办多种形式的公益讲 座、展览等活动，为读者提供丰富的文化服务。 西城区第一图书馆 联系方式 地址：北京市西城区后广平胡同26 号 邮编：100035 联系电话：010-66561158/59 邮箱：xcdlmail@163.com 实用信息 入馆指南 办证信息：残障人士凭残疾人证，可押金减半。 开放时间： 无障碍信息 读者可在西城区第一图书馆免费借用轮椅、盲杖， 并在馆内使用。轮椅、盲杖放置于一层大厅西侧，读 者可向一层服务台提出借用需求，离馆时归还。在一 层南侧视障人阅览室内同时为读者提供盲杖，读者可 向厅室工作人员提出借用需求，离馆时归还。 西城区第一图书馆设有一间无障碍卫生间，位于 一层大厅中部西侧，二层集体视听室内设置两个轮椅 席位。 西城区第一图书馆为读者提供中英文简介手册， 介绍图书馆的文化设施、服务内容，以及地址、电话、 网站等基本信息。 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 网站二维码 公众号二维码 东城区第一图书馆会议中心是东城区政府设立 的，由东城区文化和旅游局隶属的，专门从事会议、 会展、电影放映、演出及其他公益性文化服务等相关 社会服务和物业管理工作的专业机构。具体目标是： 创造安全、舒适、美观、和谐的文化服务环境。 东城区第一图书馆 联系方式 地址：东城区交道口东大街85 号 邮编：100007 联系电话：010-84043109 邮箱：dtcc1996@163.com 实用信息 入馆指南 办证信息：残障人士可凭本人有效证件申办“一卡 通”的优惠功能 开放时间： 第二外借、综合阅览、自习室 周一至周四：09:00---20:30 周五至周日：09:00---17:00 无障碍信息 无障碍接待服务 1. 西侧出入口有无障碍通道； 2. 设有无障碍停车位； 3. 设有无障碍标识； （首层电梯、东侧入口） 4. 大厅设置轮椅，保证残疾朋友来馆方便； 5. 卫生间设无障碍设施齐全 （二层那女卫生间、地下一层男女卫生间） 信息名称 是 否 图书馆是否有无障碍出入口 √ 图书馆是否有游客服务中心和低位服务台 √ 展厅、陈列室、剧场是否有轮椅席位 √ 图书馆内是否有无障碍厕所 √ 图书馆内是否标有无障碍设施位置 √ 是否有无障碍停车服务 √ 网站二维码 公众号二维码 第一外借室 周一至周日：09:00---17:00 外文阅览、地方文献、创意文献 周二至周六：09:00—17:00 （每周一周日休息）"
