id,audience,sourceType,title,type,district,address,time,summary,reason,tags,image,actionText,mapUrl,officialUrl,verifyStatus,priority
aud-老年人-acc-北京市西城区第一文化馆,老年人,accessibility,北京市西城区第一文化馆,文化馆,西城区,北京市西城区西直门内大街147 号 信息名称 是 否,9：00——17：00，全年开放开不闭馆。 常年的活动有演出、展览、电影、辅导、排练、公益 培训等，是文化部授予的地市级“一级文化馆”。特 色品牌活动有：“看大,适合参与书画、曲艺、合唱等社区文化活动。,适合参与书画、曲艺、合唱等社区文化活动。,适合长辈; 公共文化; 书画曲艺,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/北京市西城区第一文化馆,,needs_check,88
aud-老年人-acc-天坛公园,老年人,accessibility,天坛公园,景区,东城区,北京市东城区天坛内东里7 号,旺季 4.1-10.31 淡季 11.1-3.31 公园大门 旺季开放时间6:00-21:00 淡季开放时间6:30-21:00 静园时间：22 点 景点：（含,文化地标清晰、游览节奏舒缓，适合长辈散步与传统文化体验。,文化地标清晰、游览节奏舒缓，适合长辈散步与传统文化体验。,散步友好; 历史文化; 无障碍设施,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/天坛公园,,needs_check,86
aud-老年人-acc-东城区第一文化馆,老年人,accessibility,东城区第一文化馆,文化馆,东城区,北京市东城区交道口东大街111 号,开放时间请以官方公告为准,公益文化活动丰富，适合长辈日常文化参与。,公益文化活动丰富，适合长辈日常文化参与。,公益活动; 社区文化; 长辈友好,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/东城区第一文化馆,,needs_check,84
aud-老年人-acc-首都图书馆,老年人,accessibility,首都图书馆,图书馆,北京市,地址信息待核验,开放时间请以官方公告为准,公共阅读资源丰富，适合长辈阅读、听讲座与安静休闲。,公共阅读资源丰富，适合长辈阅读、听讲座与安静休闲。,阅读空间; 公共文化; 服务完善,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/首都图书馆,,needs_check,82
aud-老年人-acc-故宫博物院,老年人,accessibility,故宫博物院,景区,西城区,西城区景山前街4 号。,旺季 4.1-10.31 淡季 11.1-3.31 开始售票 开放进馆时间 8:30 开始售票 开放进馆时间 8:30 止票时间 （含钟表馆、 珍宝馆） 16:,代表性历史文化地标，适合有计划的慢游参观。,代表性历史文化地标，适合有计划的慢游参观。,历史文化; 经典地标; 需预约,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/故宫博物院,,needs_check,70
aud-老年人-event-11,老年人,event,《老舍茶馆京味儿相声专场》,传统戏曲曲艺,北京市,老舍茶馆,2026-05-04 10:30（一）,老舍茶馆 · 相声。戏曲曲艺类内容更适合长辈的传统文化偏好。,戏曲曲艺类内容更适合长辈的传统文化偏好。,戏曲曲艺; 京味文化; 长辈友好,/assets/placeholders/event-default.png,查看演出,https://map.baidu.com/search/老舍茶馆,https://www.baidu.com/s?wd=老舍茶馆 《老舍茶馆京味儿相声专场》,needs_check,68
aud-老年人-event-28,老年人,event,茶馆盛世园相声大会,传统戏曲曲艺,北京市,盛世园,2026-05-04 11:00（一）,盛世园 · 相声。戏曲曲艺类内容更适合长辈的传统文化偏好。,戏曲曲艺类内容更适合长辈的传统文化偏好。,戏曲曲艺; 京味文化; 长辈友好,/assets/placeholders/event-default.png,查看演出,https://map.baidu.com/search/盛世园,https://www.baidu.com/s?wd=盛世园 茶馆盛世园相声大会,needs_check,68
aud-亲子家庭-acc-北京动物园,亲子家庭,accessibility,北京动物园,景区,西城区,北京市西城区西直门外大街137 号,4 月1 日——10 月31 日 7：30——18： 月1 日——3 月31 日 7：30——17：00,科普属性强，适合亲子家庭进行自然观察和周末出行。,科普属性强，适合亲子家庭进行自然观察和周末出行。,亲子友好; 自然科普; 周末可去,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/北京动物园,,needs_check,90
aud-亲子家庭-acc-首都图书馆,亲子家庭,accessibility,首都图书馆,图书馆,北京市,地址信息待核验,开放时间请以官方公告为准,适合亲子共读、儿童阅读和公共文化体验。,适合亲子共读、儿童阅读和公共文化体验。,亲子阅读; 公共图书馆; 学习友好,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/首都图书馆,,needs_check,86
aud-亲子家庭-acc-北京奥林匹克公园,亲子家庭,accessibility,北京奥林匹克公园,景区,朝阳区,北京奥林匹克公园位于北京市朝阳区，地处 北京城中轴线北端，北至清河南岸，南至北土城路， 东至安立路和北辰东路，西至林翠路和北辰西路。,园区：6:00-22:00 水立方二维码 公园二维码,户外空间开阔，适合亲子散步、骑行和城市景观游览。,户外空间开阔，适合亲子散步、骑行和城市景观游览。,亲子散步; 户外空间; 交通便利,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/北京奥林匹克公园,,needs_check,82
aud-亲子家庭-acc-北京欢乐谷,亲子家庭,accessibility,北京欢乐谷,景区,朝阳区,北京市朝阳区东四环小武基北路,开闭园时间：8:30-22:00 注：当日设备开放情况依据天气情况动态调整，请 以现场公告为准。,主题娱乐和演艺内容丰富，适合家庭型休闲体验。,主题娱乐和演艺内容丰富，适合家庭型休闲体验。,亲子活动; 主题游乐; 周末出行,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/北京欢乐谷,,needs_check,78
aud-亲子家庭-event-2,亲子家庭,event,《勇敢大冒险》,儿童亲子,北京市,老故事503文创园Story剧场,2026-05-04 10:00（一）,老故事503文创园Story剧场 · 儿童沉浸式剧。儿童亲子类演出适合家庭周末共同参与。,儿童亲子类演出适合家庭周末共同参与。,亲子/儿童; 周末活动; 互动体验,/assets/placeholders/event-default.png,查看演出,https://map.baidu.com/search/老故事503文创园Story剧场,https://www.baidu.com/s?wd=老故事503文创园Story剧场 《勇敢大冒险》,needs_check,75
aud-亲子家庭-event-3,亲子家庭,event,《白雪公主》,儿童亲子,北京市,东图剧场-汇空间,2026-05-04 10:30（一）,东图剧场-汇空间 · 儿童剧。儿童亲子类演出适合家庭周末共同参与。,儿童亲子类演出适合家庭周末共同参与。,亲子/儿童; 周末活动; 互动体验,/assets/placeholders/event-default.png,查看演出,https://map.baidu.com/search/东图剧场-汇空间,https://www.baidu.com/s?wd=东图剧场-汇空间 《白雪公主》,needs_check,75
aud-亲子家庭-event-4,亲子家庭,event,《小王子》,儿童亲子,北京市,假日经典小剧场,2026-05-04 10:30（一）,假日经典小剧场 · 儿童剧。儿童亲子类演出适合家庭周末共同参与。,儿童亲子类演出适合家庭周末共同参与。,亲子/儿童; 周末活动; 互动体验,/assets/placeholders/event-default.png,查看演出,https://map.baidu.com/search/假日经典小剧场,https://www.baidu.com/s?wd=假日经典小剧场 《小王子》,needs_check,75
aud-亲子家庭-event-5,亲子家庭,event,《朱迪警官》,儿童亲子,北京市,这家厂牌(南锣)剧场,2026-05-04 10:30（一）,这家厂牌(南锣)剧场 · 儿童剧。儿童亲子类演出适合家庭周末共同参与。,儿童亲子类演出适合家庭周末共同参与。,亲子/儿童; 周末活动; 互动体验,/assets/placeholders/event-default.png,查看演出,https://map.baidu.com/search/这家厂牌(南锣)剧场,https://www.baidu.com/s?wd=这家厂牌(南锣)剧场 《朱迪警官》,needs_check,75
aud-残障人士-acc-故宫博物院,残障人士,accessibility,故宫博物院,景区,西城区,西城区景山前街4 号。,旺季 4.1-10.31 淡季 11.1-3.31 开始售票 开放进馆时间 8:30 开始售票 开放进馆时间 8:30 止票时间 （含钟表馆、 珍宝馆） 16:,设有较完整的无障碍游览线路和多类无障碍服务，适合提前规划路线。,设有较完整的无障碍游览线路和多类无障碍服务，适合提前规划路线。,无障碍坡道; 低位服务台; 轮椅服务; 无障碍卫生间,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/故宫博物院,,needs_check,92
aud-残障人士-acc-天坛公园,残障人士,accessibility,天坛公园,景区,东城区,北京市东城区天坛内东里7 号,旺季 4.1-10.31 淡季 11.1-3.31 公园大门 旺季开放时间6:00-21:00 淡季开放时间6:30-21:00 静园时间：22 点 景点：（含,有无障碍游览线路、无障碍卫生间和停车服务，适合慢游。,有无障碍游览线路、无障碍卫生间和停车服务，适合慢游。,无障碍路线; 无障碍卫生间; 无障碍停车,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/天坛公园,,needs_check,88
aud-残障人士-acc-首都图书馆,残障人士,accessibility,首都图书馆,图书馆,北京市,地址信息待核验,开放时间请以官方公告为准,公共图书馆场景更适合稳定停留，便于阅读和获取服务。,公共图书馆场景更适合稳定停留，便于阅读和获取服务。,无障碍阅读; 公共服务; 导览支持,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/首都图书馆,,needs_check,84
aud-残障人士-acc-北京奥林匹克公园,残障人士,accessibility,北京奥林匹克公园,景区,朝阳区,北京奥林匹克公园位于北京市朝阳区，地处 北京城中轴线北端，北至清河南岸，南至北土城路， 东至安立路和北辰东路，西至林翠路和北辰西路。,园区：6:00-22:00 水立方二维码 公园二维码,道路相对平坦、空间开阔，适合轮椅通行与户外游览。,道路相对平坦、空间开阔，适合轮椅通行与户外游览。,平坦路线; 轮椅友好; 无障碍停车,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/北京奥林匹克公园,,needs_check,80
aud-残障人士-acc-中国抗日战争纪念馆,残障人士,accessibility,中国抗日战争纪念馆,景区,丰台区,北京市丰台区卢沟桥宛平城内街101 号,09：00-16：30，中午不休息，按规 定时间提供讲解，16：00 停止取票。（周一闭馆， 法定节假日、重要抗战纪念日照常开放） 团体预约：010-63777,展陈空间相对集中，适合按馆内动线进行无障碍参观。,展陈空间相对集中，适合按馆内动线进行无障碍参观。,纪念馆; 无障碍坡道; 室内参观,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/中国抗日战争纪念馆,,needs_check,78
aud-残障人士-acc-北京动物园,残障人士,accessibility,北京动物园,景区,西城区,北京市西城区西直门外大街137 号,4 月1 日——10 月31 日 7：30——18： 月1 日——3 月31 日 7：30——17：00,多处场馆设有坡道和卫生间，适合提前确认路线后出行。,多处场馆设有坡道和卫生间，适合提前确认路线后出行。,无障碍坡道; 家庭卫生间; 轮椅服务,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/北京动物园,,needs_check,76
aud-新北京人/游客-acc-故宫博物院,新北京人/游客,accessibility,故宫博物院,景区,西城区,西城区景山前街4 号。,旺季 4.1-10.31 淡季 11.1-3.31 开始售票 开放进馆时间 8:30 开始售票 开放进馆时间 8:30 止票时间 （含钟表馆、 珍宝馆） 16:,北京最具代表性的历史文化地标，适合作为城市文化第一站。,北京最具代表性的历史文化地标，适合作为城市文化第一站。,北京地标; 历史文化; 必看推荐,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/故宫博物院,,needs_check,95
aud-新北京人/游客-acc-天坛公园,新北京人/游客,accessibility,天坛公园,景区,东城区,北京市东城区天坛内东里7 号,旺季 4.1-10.31 淡季 11.1-3.31 公园大门 旺季开放时间6:00-21:00 淡季开放时间6:30-21:00 静园时间：22 点 景点：（含,世界文化遗产与中轴线文化代表空间，适合初到北京者理解城市历史。,世界文化遗产与中轴线文化代表空间，适合初到北京者理解城市历史。,世界遗产; 城市漫游; 历史文化,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/天坛公园,,needs_check,90
aud-新北京人/游客-acc-北京奥林匹克公园,新北京人/游客,accessibility,北京奥林匹克公园,景区,朝阳区,北京奥林匹克公园位于北京市朝阳区，地处 北京城中轴线北端，北至清河南岸，南至北土城路， 东至安立路和北辰东路，西至林翠路和北辰西路。,园区：6:00-22:00 水立方二维码 公园二维码,展现现代北京城市形象，适合夜景、散步和公共空间体验。,展现现代北京城市形象，适合夜景、散步和公共空间体验。,现代北京; 城市地标; 夜游友好,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/北京奥林匹克公园,,needs_check,84
aud-新北京人/游客-acc-首都图书馆,新北京人/游客,accessibility,首都图书馆,图书馆,北京市,地址信息待核验,开放时间请以官方公告为准,适合作为了解北京公共文化服务体系的窗口。,适合作为了解北京公共文化服务体系的窗口。,公共文化; 阅读空间; 城市服务,/assets/placeholders/accessibility-default.png,查看无障碍信息,https://map.baidu.com/search/首都图书馆,,needs_check,78
aud-新北京人/游客-BJ-CULT-029,新北京人/游客,resource,北京市东城区文化馆,文化馆,东城区,北京市东城区交道口东大街111号,常年免费开放时间为每日9:00至21:30（双休日、节假日正常开放）,可体验本地公共文化活动，适合新北京人融入社区文化。,可体验本地公共文化活动，适合新北京人融入社区文化。,社区文化; 公共文化; 本地体验,/assets/placeholders/resource-default.png,查看资源,https://map.baidu.com/search/%E5%8C%97%E4%BA%AC%E5%B8%82%E4%B8%9C%E5%9F%8E%E5%8C%BA%E6%96%87%E5%8C%96%E9%A6%86%20%E5%8C%97%E4%BA%AC,https://www.bjwhy.org.cn/p_index.html#/index/venue,needs_check,76
aud-新北京人/游客-event-10,新北京人/游客,event,《古彩戏法鹅幻汇编》非遗宫廷魔术亲子专场,儿童亲子,北京市,三喜剧场(曼联梦剧场店),2026-05-04 10:30（一）,三喜剧场(曼联梦剧场店) · 儿童魔术。具有京味文化或传统曲艺属性，适合快速体验北京文化氛围。,具有京味文化或传统曲艺属性，适合快速体验北京文化氛围。,京味文化; 演出体验; 游客友好,/assets/placeholders/event-default.png,查看演出,https://map.baidu.com/search/三喜剧场(曼联梦剧场店),https://www.baidu.com/s?wd=三喜剧场(曼联梦剧场店) 《古彩戏法鹅幻汇编》非遗宫廷魔术亲子专场,needs_check,73
aud-新北京人/游客-event-11,新北京人/游客,event,《老舍茶馆京味儿相声专场》,传统戏曲曲艺,北京市,老舍茶馆,2026-05-04 10:30（一）,老舍茶馆 · 相声。具有京味文化或传统曲艺属性，适合快速体验北京文化氛围。,具有京味文化或传统曲艺属性，适合快速体验北京文化氛围。,京味文化; 演出体验; 游客友好,/assets/placeholders/event-default.png,查看演出,https://map.baidu.com/search/老舍茶馆,https://www.baidu.com/s?wd=老舍茶馆 《老舍茶馆京味儿相声专场》,needs_check,73
aud-新北京人/游客-event-28,新北京人/游客,event,茶馆盛世园相声大会,传统戏曲曲艺,北京市,盛世园,2026-05-04 11:00（一）,盛世园 · 相声。具有京味文化或传统曲艺属性，适合快速体验北京文化氛围。,具有京味文化或传统曲艺属性，适合快速体验北京文化氛围。,京味文化; 演出体验; 游客友好,/assets/placeholders/event-default.png,查看演出,https://map.baidu.com/search/盛世园,https://www.baidu.com/s?wd=盛世园 茶馆盛世园相声大会,needs_check,73
